number_of_qubits,number_of_classical_bits,depth,width,total_operations,single_qubit_gates,two_qubit_gates,three_qubit_gates,measurement_gates,parameterized_gates,entangling_gates,gate_ccx,gate_cp,gate_cx,gate_cz,gate_h,gate_measure,gate_rx,gate_ry,gate_rz,gate_s,gate_sdg,gate_swap,gate_sx,gate_t,gate_x,gate_y,gate_z
2,2,17,4,25,15,8,0,2,8,8,0,3,2,1,2,2,1,2,2,2,0,2,1,0,1,3,1
9,9,21,18,174,151,13,1,9,144,14,1,9,1,1,2,9,38,49,48,2,0,2,2,3,1,5,1
9,9,27,18,217,184,22,2,9,174,24,2,18,1,1,7,9,40,63,53,2,0,2,3,5,1,6,4
4,4,85,8,172,112,56,0,4,112,56,0,0,56,0,0,4,0,56,56,0,0,0,0,0,0,0,0
4,4,58,8,165,102,51,8,4,40,59,8,12,10,13,11,4,6,14,8,11,0,16,9,14,9,10,10
8,8,19,16,107,57,39,3,8,29,42,3,14,6,7,3,8,6,5,4,10,0,12,4,5,8,3,9
10,10,28,20,211,132,69,0,10,0,69,0,0,22,22,16,10,0,0,0,21,19,25,21,0,18,22,15
6,6,44,12,207,149,47,5,6,60,52,5,13,9,15,14,6,15,17,15,17,0,10,14,13,12,16,16
3,3,13,6,31,20,8,0,3,13,8,0,3,0,2,0,3,1,4,5,3,0,3,1,2,1,1,2
2,2,43,4,68,49,17,0,2,28,17,0,11,5,1,8,2,8,3,6,2,0,0,3,3,7,4,5
6,6,9,12,35,11,17,1,6,11,18,1,9,3,3,1,6,0,0,2,0,0,2,2,2,2,1,1
12,12,27,24,212,100,88,12,12,59,100,12,27,22,22,7,12,13,9,10,11,0,17,13,8,8,13,8
8,8,36,16,211,133,63,7,8,48,70,7,15,18,15,21,8,11,11,11,12,0,15,21,13,13,8,12
6,6,14,12,63,38,17,2,6,20,19,2,3,6,3,0,6,6,8,3,3,0,5,3,4,4,3,4
2,2,22,4,34,22,10,0,2,12,10,0,2,4,4,3,2,0,5,5,1,0,0,4,0,1,1,2
2,2,37,4,57,39,16,0,2,14,16,0,1,4,8,3,2,2,8,3,3,0,3,5,3,2,5,5
9,9,26,18,210,183,12,6,9,174,18,6,12,0,0,4,9,61,51,50,2,0,0,4,5,2,1,3
6,6,7,12,34,20,8,0,6,0,8,0,0,1,2,2,6,0,0,0,3,3,5,7,0,1,1,3
6,6,26,12,118,74,38,0,6,0,38,0,0,13,15,10,6,0,0,0,6,13,10,12,0,13,14,6
7,7,20,14,96,50,34,5,7,21,39,5,8,7,7,7,7,5,4,4,6,0,12,2,6,8,4,4
6,6,25,12,114,78,24,6,6,31,30,6,5,5,6,2,6,5,12,9,11,0,8,8,9,8,6,8
2,2,20,4,27,20,5,0,2,7,5,0,2,0,1,3,2,3,1,1,2,0,2,1,4,1,2,2
4,4,53,8,149,101,37,7,4,44,44,7,16,9,4,16,4,7,12,9,11,0,8,13,8,7,7,11
5,5,46,10,161,104,51,1,5,48,52,1,14,17,9,13,5,12,10,12,14,0,11,10,9,10,5,9
7,7,38,14,207,146,49,5,7,63,54,5,13,8,15,17,7,18,12,20,14,0,13,11,13,17,14,10
3,3,53,6,122,87,29,3,3,31,32,3,6,9,8,5,3,8,10,7,15,0,6,7,6,13,10,6
11,11,27,22,212,126,65,10,11,60,75,10,20,10,19,16,11,19,9,12,11,0,16,14,11,11,14,9
4,4,30,8,88,56,24,4,4,27,28,4,8,4,3,9,4,7,7,5,3,0,9,3,8,5,6,3
6,6,46,12,209,147,45,11,6,51,56,11,15,5,16,13,6,10,15,11,19,0,9,15,18,12,16,18
3,3,49,6,114,78,33,0,3,0,33,0,0,13,11,8,3,0,0,0,9,12,9,12,0,13,12,12
8,8,44,16,211,123,75,5,8,68,80,5,39,12,10,17,8,7,11,11,13,0,14,13,12,9,15,15
5,5,20,10,57,31,20,1,5,20,21,1,11,2,3,8,5,1,5,3,2,0,4,1,5,1,3,2
8,8,44,16,215,133,60,14,8,61,74,14,9,24,14,11,8,20,12,20,12,0,13,15,14,9,10,10
10,10,37,20,214,134,65,5,10,50,70,5,16,16,19,7,10,10,9,15,17,0,14,15,13,18,15,15
5,5,10,10,42,30,6,1,5,9,7,1,1,0,5,3,5,2,4,2,2,0,0,2,4,2,3,6
11,11,28,22,214,120,72,11,11,56,83,11,24,16,16,7,11,13,8,11,13,0,16,11,16,17,15,9
3,3,38,6,91,65,23,0,3,0,23,0,0,9,6,10,3,0,0,0,10,11,8,8,0,9,8,9
7,7,29,14,150,97,39,7,7,40,46,7,10,8,13,9,7,8,10,12,8,0,8,8,11,8,12,11
5,5,50,10,180,111,58,6,5,60,64,6,21,9,21,10,5,14,16,9,16,0,7,7,10,11,10,8
4,4,19,8,40,24,12,0,4,24,12,0,0,12,0,0,4,0,12,12,0,0,0,0,0,0,0,0
4,4,38,8,116,76,36,0,4,0,36,0,0,20,6,9,4,0,0,0,8,11,10,11,0,17,12,8
3,3,47,6,112,81,27,1,3,22,28,1,3,6,11,10,3,9,5,5,17,0,7,5,5,8,9,8
3,3,41,6,91,62,20,6,3,24,26,6,7,3,6,5,3,5,5,7,7,0,4,3,11,8,7,4
8,8,35,16,211,142,53,8,8,65,61,8,18,11,12,15,8,17,14,16,14,0,12,9,19,9,16,13
3,3,60,6,142,106,30,3,3,40,33,3,7,10,8,11,3,11,11,11,8,0,5,10,12,8,10,14
4,4,13,8,41,26,11,0,4,0,11,0,0,4,4,3,4,0,0,0,6,1,3,3,0,5,5,3
2,2,6,4,10,6,2,0,2,1,2,0,0,1,1,1,2,1,0,0,1,0,0,0,1,1,0,1
4,4,40,8,128,96,24,4,4,33,28,4,9,7,4,13,4,5,11,8,7,0,4,13,6,13,10,10
12,12,25,24,217,128,71,6,12,62,77,6,18,17,16,11,12,17,17,10,13,0,20,7,13,8,14,18
5,5,25,10,95,60,30,0,5,0,30,0,0,11,4,9,5,0,0,0,12,13,15,3,0,6,8,9
11,11,26,22,217,137,69,0,11,0,69,0,0,23,25,21,11,0,0,0,19,24,21,18,0,24,20,11
11,11,6,22,44,17,16,0,11,3,16,0,1,6,5,7,11,1,1,0,4,0,4,0,1,0,3,0
5,5,24,10,72,25,36,6,5,23,42,6,14,9,7,1,5,2,6,1,1,0,6,2,1,5,5,1
5,5,49,10,171,114,46,6,5,46,52,6,18,10,8,17,5,8,12,8,12,0,10,10,11,11,10,15
8,8,17,16,100,57,34,1,8,25,35,1,10,10,9,5,8,6,6,3,10,0,5,4,4,11,7,1
5,5,99,10,215,140,70,0,5,140,70,0,0,70,0,0,5,0,70,70,0,0,0,0,0,0,0,0
4,4,35,8,108,78,22,4,4,34,26,4,5,6,5,17,4,8,9,12,6,0,6,3,3,6,8,6
4,4,42,8,133,94,35,0,4,0,35,0,0,10,15,12,4,0,0,0,15,13,10,18,0,17,6,13
5,5,85,10,185,120,60,0,5,120,60,0,0,60,0,0,5,0,60,60,0,0,0,0,0,0,0,0
5,5,99,10,215,140,70,0,5,140,70,0,0,70,0,0,5,0,70,70,0,0,0,0,0,0,0,0
9,9,25,18,172,110,53,0,9,0,53,0,0,15,19,19,9,0,0,0,27,11,19,13,0,11,14,15
4,4,43,8,134,93,36,1,4,31,37,1,14,9,6,9,4,6,7,4,11,0,7,12,12,9,13,10
2,2,30,4,34,6,26,0,2,10,26,0,10,9,5,2,2,0,0,0,0,0,2,0,0,1,1,2
12,12,20,24,213,178,19,4,12,166,23,4,17,0,1,8,12,46,51,52,5,0,1,5,6,1,1,3
9,9,23,18,141,72,54,6,9,45,60,6,13,14,12,6,9,9,9,14,5,0,15,8,8,4,5,4
4,4,48,8,139,87,43,5,4,38,48,5,13,11,12,13,4,13,7,5,5,0,7,13,10,6,5,10
11,11,21,22,212,182,19,0,11,163,19,0,19,0,0,5,11,56,49,39,6,0,0,7,2,5,8,5
4,4,35,8,84,28,48,4,4,25,52,4,17,13,12,1,4,2,4,2,4,0,6,3,1,6,1,4
12,12,19,24,213,189,9,3,12,161,12,3,8,0,1,3,12,53,51,49,3,0,0,4,5,9,5,7
6,6,41,12,179,106,67,0,6,0,67,0,0,26,26,14,6,0,0,0,19,17,15,13,0,10,16,17
6,6,14,12,58,29,20,3,6,19,23,3,6,4,7,3,6,4,3,6,0,0,3,4,3,3,2,1
10,10,23,20,212,186,14,2,10,167,16,2,13,1,0,4,10,48,60,46,4,0,0,3,6,4,6,5
9,9,14,18,89,47,29,4,9,23,33,4,9,6,8,5,9,4,6,4,6,0,6,4,4,6,4,4
4,4,23,8,72,50,16,2,4,23,18,2,6,3,3,6,4,8,6,3,3,0,4,2,6,5,8,3
7,7,33,14,132,74,46,5,7,49,51,5,28,6,3,17,7,8,5,8,6,0,9,7,6,4,8,5
9,9,8,18,57,33,15,0,9,0,15,0,0,6,6,6,9,0,0,0,4,4,3,1,0,6,6,6
2,2,10,4,13,6,5,0,2,3,5,0,3,0,0,2,2,0,0,0,0,0,2,1,1,1,0,1
9,9,31,18,209,138,54,8,9,57,62,8,14,13,11,14,9,14,12,17,10,0,16,16,14,18,12,11
12,12,35,24,216,129,67,8,12,66,75,8,20,23,7,17,12,13,16,17,14,0,17,13,17,6,6,10
12,12,13,24,107,57,33,5,12,31,38,5,8,10,7,12,12,6,10,7,4,0,8,3,3,4,2,6
4,4,22,8,54,35,15,0,4,11,15,0,3,7,3,5,4,5,2,1,3,0,2,7,7,1,3,1
2,2,13,4,21,14,5,0,2,6,5,0,1,0,2,2,2,2,3,0,1,0,2,1,0,2,1,2
11,11,27,22,213,129,62,11,11,64,73,11,23,13,13,16,11,12,15,14,10,0,13,17,11,11,17,6
2,2,33,4,53,39,12,0,2,10,12,0,1,4,2,1,2,3,2,4,5,0,5,9,5,4,2,4
6,6,45,12,208,144,54,4,6,63,58,4,16,11,15,13,6,9,15,23,11,0,12,11,20,14,13,15
3,3,35,6,85,67,12,3,3,22,15,3,4,2,3,11,3,7,7,4,6,0,3,8,2,10,6,6
5,5,36,10,80,50,25,0,5,50,25,0,0,25,0,0,5,0,25,25,0,0,0,0,0,0,0,0
10,10,28,20,213,136,67,0,10,0,67,0,0,25,20,26,10,0,0,0,22,17,22,17,0,24,14,16
8,8,44,16,211,125,71,7,8,79,78,7,39,9,8,17,8,12,16,12,9,0,15,17,15,7,13,7
5,5,36,10,91,59,26,1,5,20,27,1,7,5,11,4,5,4,3,6,13,0,3,5,5,6,5,8
7,7,91,14,217,140,70,0,7,140,70,0,0,70,0,0,7,0,70,70,0,0,0,0,0,0,0,0
10,10,29,20,215,142,56,7,10,61,63,7,18,16,11,24,10,14,17,12,9,0,11,15,13,12,15,11
10,10,29,20,211,132,59,10,10,55,69,10,18,15,9,15,10,13,10,14,9,0,17,10,16,10,13,22
2,2,37,4,62,48,12,0,2,48,12,0,0,12,0,0,2,0,24,24,0,0,0,0,0,0,0,0
12,12,24,24,218,149,44,13,12,55,57,13,15,8,15,20,12,11,15,14,11,0,6,13,15,19,17,14
2,2,34,4,57,44,11,0,2,44,11,0,0,11,0,0,2,0,22,22,0,0,0,0,0,0,0,0
8,8,51,16,128,80,40,0,8,80,40,0,0,40,0,0,8,0,40,40,0,0,0,0,0,0,0,0
6,6,44,12,209,152,47,4,6,58,51,4,12,11,12,14,6,14,15,17,15,0,12,14,17,16,14,16
10,10,32,20,216,109,90,7,10,62,97,7,23,16,28,8,10,14,15,10,12,0,23,7,5,13,13,12
2,2,23,4,36,24,10,0,2,12,10,0,1,4,4,1,2,6,3,2,1,0,1,2,2,3,2,2
7,7,20,14,95,45,41,2,7,32,43,2,13,5,9,3,7,8,3,8,2,0,14,6,6,3,2,4
6,6,30,12,94,67,18,3,6,19,21,3,4,4,4,7,6,2,10,3,7,0,6,8,11,5,8,6
4,4,24,8,57,39,13,1,4,13,14,1,4,3,3,3,4,4,2,3,2,0,3,6,6,3,7,3
5,5,14,10,53,34,11,3,5,21,14,3,5,2,3,2,5,8,5,3,3,0,1,5,4,1,0,3
12,12,5,24,43,18,9,4,12,7,13,4,1,2,2,0,12,2,1,3,1,0,4,2,2,2,3,2
11,11,27,22,217,137,58,11,11,52,69,11,15,15,11,17,11,9,13,15,18,0,17,12,13,10,14,16
11,11,26,22,212,135,58,8,11,52,66,8,20,14,8,8,11,9,11,12,21,0,16,12,16,11,17,18
3,3,19,6,56,52,1,0,3,49,1,0,1,0,0,0,3,20,14,14,0,0,0,0,1,1,2,0
9,9,25,18,209,186,12,2,9,168,14,2,12,0,0,5,9,56,57,43,4,0,0,3,2,7,5,4
4,4,39,8,107,57,43,3,4,35,46,3,15,10,5,4,4,5,7,8,5,0,13,8,6,6,4,4
6,6,32,12,114,41,56,11,6,28,67,11,15,16,14,5,6,0,6,7,2,0,11,5,3,3,8,2
5,5,8,10,18,7,6,0,5,4,6,0,1,2,2,1,5,1,0,2,0,0,1,2,0,0,0,1
12,12,39,24,215,90,105,8,12,108,113,8,81,8,4,20,12,14,4,9,8,0,12,7,2,6,13,7
4,4,11,8,35,23,7,1,4,12,8,1,4,0,1,0,4,2,5,1,1,0,2,5,4,0,2,3
3,3,18,6,41,26,11,1,3,9,12,1,3,4,2,5,3,2,2,2,2,0,2,3,1,2,3,4
8,8,35,16,210,138,58,6,8,63,64,6,18,13,16,14,8,12,18,15,16,0,11,17,10,15,7,14
12,12,57,24,156,96,48,0,12,96,48,0,0,48,0,0,12,0,48,48,0,0,0,0,0,0,0,0
12,12,24,24,215,138,57,8,12,66,65,8,20,14,11,15,12,16,15,15,15,0,12,16,17,11,9,9
4,4,48,8,151,110,33,4,4,45,37,4,14,5,7,13,4,9,16,6,15,0,7,9,8,10,15,9
9,9,31,18,214,147,51,7,9,64,58,7,19,13,7,17,9,15,14,16,13,0,12,8,15,14,16,19
7,7,37,14,148,82,50,9,7,47,59,9,26,10,8,14,7,5,6,10,7,0,6,3,10,9,8,10
11,11,25,22,213,140,62,0,11,0,62,0,0,23,21,21,11,0,0,0,14,15,18,23,0,18,28,21
4,4,44,8,122,72,38,8,4,39,46,8,12,11,7,6,4,8,7,12,4,0,8,8,8,6,5,8
12,12,23,24,214,146,50,6,12,53,56,6,17,13,8,11,12,11,10,15,15,0,12,17,17,20,15,15
7,7,30,14,159,107,43,2,7,42,45,2,12,12,12,13,7,9,10,11,10,0,7,11,10,16,9,8
11,11,10,22,78,38,26,3,11,21,29,3,8,6,7,2,11,5,3,5,3,0,5,5,5,3,5,2
11,11,25,22,212,142,55,4,11,71,59,4,14,13,19,13,11,22,13,22,13,0,9,16,9,11,9,14
7,7,38,14,207,149,47,4,7,61,51,4,16,12,10,22,7,11,14,20,9,0,9,14,18,12,11,18
10,10,9,20,70,42,16,2,10,14,18,2,3,3,3,5,10,4,2,5,4,0,7,3,5,7,6,1
2,2,10,4,17,13,2,0,2,3,2,0,0,1,0,1,2,0,0,3,1,0,1,1,2,4,1,0
8,8,30,16,211,178,21,4,8,164,25,4,18,0,1,6,8,57,37,52,4,0,2,2,5,4,5,6
9,9,43,18,210,47,131,23,9,52,154,23,37,39,29,4,9,2,8,5,3,0,26,7,5,4,4,5
8,8,24,16,133,71,49,5,8,39,54,5,14,16,5,5,8,14,4,7,5,0,14,4,6,9,7,10
2,2,23,4,39,30,7,0,2,0,7,0,0,3,2,5,2,0,0,0,5,6,2,2,0,3,5,4
12,12,24,24,216,132,72,0,12,0,72,0,0,25,30,23,12,0,0,0,20,17,17,15,0,25,20,12
7,7,6,14,21,6,8,0,7,5,8,0,2,1,1,0,7,1,0,2,0,0,4,1,1,0,0,1
7,7,29,14,157,104,46,0,7,0,46,0,0,11,19,22,7,0,0,0,18,10,16,11,0,11,16,16
10,10,11,20,88,58,18,2,10,25,20,2,5,6,3,10,10,8,7,5,5,0,4,4,7,3,7,2
5,5,51,10,148,50,79,14,5,45,93,14,26,17,21,7,5,6,10,3,2,0,15,6,4,3,5,4
10,10,15,20,118,76,32,0,10,0,32,0,0,10,13,11,10,0,0,0,8,13,9,16,0,9,10,9
11,11,35,22,213,135,62,5,11,55,67,5,14,21,16,20,11,15,22,4,15,0,11,11,14,16,10,8
7,7,32,14,197,166,21,3,7,149,24,3,18,1,2,4,7,33,56,42,6,0,0,4,9,6,5,1
6,6,33,12,127,83,35,3,6,47,38,3,21,2,4,11,6,7,12,7,7,0,8,10,6,12,5,6
10,10,30,20,214,129,64,11,10,56,75,11,22,13,16,15,10,12,13,9,10,0,13,14,21,12,12,11
3,3,49,6,115,80,32,0,3,0,32,0,0,15,10,11,3,0,0,0,8,13,7,13,0,9,11,15
5,5,52,10,205,145,55,0,5,0,55,0,0,19,16,30,5,0,0,0,14,25,20,23,0,20,17,16
10,10,38,20,213,55,129,19,10,55,148,19,40,37,28,10,10,5,5,5,6,0,24,4,4,4,6,6
2,2,14,4,25,20,3,0,2,0,3,0,0,1,0,3,2,0,0,0,2,3,2,0,0,2,5,5
4,4,58,8,163,94,61,4,4,52,65,4,19,13,15,7,4,13,7,13,12,0,14,7,13,8,6,8
2,2,58,4,101,86,13,0,2,32,13,0,6,0,2,7,2,11,8,7,11,0,5,8,8,6,11,9
4,4,12,8,34,17,12,1,4,12,13,1,3,2,5,2,4,4,4,1,0,0,2,3,0,1,0,2
12,12,85,24,228,144,72,0,12,144,72,0,0,72,0,0,12,0,72,72,0,0,0,0,0,0,0,0
5,5,22,10,70,42,22,1,5,17,23,1,6,6,7,3,5,5,4,2,6,0,3,3,3,5,4,7
10,10,13,20,90,41,38,1,10,23,39,1,13,10,7,2,10,4,2,4,4,0,8,8,5,7,1,4
4,4,35,8,85,62,18,1,4,24,19,1,4,4,6,9,4,5,7,8,9,0,4,7,5,4,3,5
11,11,18,22,146,91,36,8,11,40,44,8,13,6,10,7,11,11,9,7,8,0,7,12,10,8,10,9
10,10,85,20,220,140,70,0,10,140,70,0,0,70,0,0,10,0,70,70,0,0,0,0,0,0,0,0
2,2,18,4,34,30,2,0,2,28,2,0,2,0,0,0,2,11,7,8,1,0,0,0,1,1,0,1
2,2,55,4,90,68,20,0,2,24,20,0,8,5,2,4,2,6,4,6,8,0,5,10,8,5,7,10
11,11,35,22,215,58,122,24,11,48,146,24,32,29,34,5,11,4,6,6,3,0,27,4,6,8,7,9
8,8,22,16,76,25,42,1,8,34,43,1,30,3,4,10,8,2,1,1,0,0,5,1,2,3,2,3
5,5,24,10,89,53,31,0,5,0,31,0,0,10,11,6,5,0,0,0,6,8,10,6,0,12,7,8
4,4,55,8,170,119,46,1,4,48,47,1,11,16,10,12,4,14,12,11,10,0,9,14,17,9,11,9
4,4,16,8,42,26,11,1,4,13,12,1,5,4,1,3,4,3,4,1,4,0,1,2,2,5,2,0
9,9,9,18,61,33,18,1,9,10,19,1,4,5,4,5,9,0,3,3,2,0,5,3,4,6,4,3
3,3,58,6,113,55,49,6,3,32,55,6,16,13,8,6,3,6,7,3,6,0,12,5,1,8,8,5
10,10,29,20,211,130,63,8,10,68,71,8,23,21,11,11,10,16,20,9,19,0,8,10,13,11,11,10
12,12,34,24,218,47,128,31,12,41,159,31,30,40,26,4,12,5,4,2,5,0,32,5,7,5,3,7
3,3,44,6,99,66,27,3,3,29,30,3,9,4,6,5,3,9,5,6,10,0,8,8,6,5,8,4
12,12,25,24,215,131,65,7,12,57,72,7,17,19,18,19,12,16,11,13,12,0,11,9,10,12,12,17
4,4,79,8,160,104,52,0,4,104,52,0,0,52,0,0,4,0,52,52,0,0,0,0,0,0,0,0
4,4,13,8,32,23,5,0,4,10,5,0,0,3,2,1,4,5,3,2,3,0,0,1,2,1,2,3
4,4,31,8,93,59,29,1,4,24,30,1,6,7,5,6,4,5,7,6,4,0,11,6,7,7,4,7
9,9,41,18,209,57,126,17,9,53,143,17,35,31,33,6,9,11,2,5,8,0,27,6,8,3,2,6
3,3,33,6,69,39,24,3,3,19,27,3,9,2,6,5,3,2,8,0,2,0,7,4,4,4,7,3
10,10,13,20,93,54,26,3,10,18,29,3,6,10,7,10,10,2,3,7,1,0,3,7,9,6,4,5
4,4,37,8,85,22,55,4,4,30,59,4,19,16,8,4,4,2,2,7,1,0,12,1,0,2,1,2
6,6,25,12,85,46,31,2,6,30,33,2,19,5,2,10,6,5,4,2,7,0,5,3,4,5,2,4
9,9,31,18,211,134,68,0,9,0,68,0,0,24,17,24,9,0,0,0,12,15,27,15,0,23,22,23
10,10,23,20,210,184,12,4,10,165,16,4,9,0,1,4,10,53,47,56,6,0,2,4,4,3,4,3
6,6,30,12,133,86,35,6,6,34,41,6,11,9,7,12,6,9,10,4,9,0,8,8,9,7,9,9
5,5,11,10,43,28,8,2,5,11,10,2,3,2,1,0,5,3,2,3,2,0,2,3,2,3,6,4
12,12,35,24,215,131,60,12,12,64,72,12,18,23,9,8,12,17,21,8,13,0,10,7,14,17,7,19
6,6,36,12,162,111,36,9,6,40,45,9,11,7,13,7,6,8,10,11,15,0,5,13,12,11,14,10
3,3,48,6,123,99,21,0,3,0,21,0,0,3,7,21,3,0,0,0,12,14,11,18,0,11,10,13
9,9,8,18,68,55,4,0,9,51,4,0,4,0,0,0,9,17,12,18,2,0,0,2,1,0,0,3
9,9,89,18,225,144,72,0,9,144,72,0,0,72,0,0,9,0,72,72,0,0,0,0,0,0,0,0
3,3,11,6,21,12,6,0,3,12,6,0,0,6,0,0,3,0,6,6,0,0,0,0,0,0,0,0
6,6,33,12,140,85,43,6,6,39,49,6,11,11,11,15,6,11,8,9,4,0,10,8,4,9,8,9
5,5,8,10,31,18,7,1,5,8,8,1,2,1,3,0,5,3,3,0,3,0,1,2,1,4,1,1
7,7,27,14,150,108,31,4,7,41,35,4,9,11,5,12,7,12,11,9,11,0,6,10,9,15,9,10
8,8,19,16,121,82,31,0,8,0,31,0,0,8,12,10,8,0,0,0,13,11,11,10,0,15,10,13
11,11,27,22,220,140,61,8,11,58,69,8,14,19,13,15,11,13,15,16,14,0,15,10,22,12,11,12
2,2,54,4,89,68,19,0,2,0,19,0,0,7,3,13,2,0,0,0,15,3,9,10,0,7,12,8
8,8,24,16,135,78,45,4,8,37,49,4,13,10,10,10,8,6,9,9,4,0,12,8,11,3,11,7
8,8,27,16,168,116,40,4,8,44,44,4,13,7,9,11,8,6,15,10,15,0,11,7,11,10,14,17
6,6,35,12,127,45,69,7,6,35,76,7,20,12,22,6,6,5,5,5,3,0,15,2,4,6,1,8
8,8,39,16,200,132,57,3,8,51,60,3,11,24,9,20,8,14,14,12,13,0,13,9,11,12,12,15
10,10,85,20,220,140,70,0,10,140,70,0,0,70,0,0,10,0,70,70,0,0,0,0,0,0,0,0
6,6,13,12,39,20,12,1,6,9,13,1,1,7,2,3,6,3,4,1,1,0,2,1,4,0,3,0
12,12,33,24,205,131,54,8,12,61,62,8,16,16,10,11,12,14,15,16,19,0,12,18,10,12,5,11
8,8,27,16,119,28,69,14,8,24,83,14,18,14,22,3,8,3,3,0,2,0,15,1,2,4,5,5
5,5,30,10,109,72,26,6,5,23,32,6,8,7,8,12,5,9,4,2,8,0,3,9,8,7,6,7
5,5,5,10,21,12,4,0,5,13,4,0,3,1,0,0,5,2,2,6,0,0,0,0,1,0,1,0
10,10,23,20,84,20,52,2,10,46,54,2,45,0,0,11,10,1,0,0,1,0,7,2,0,1,1,3
12,12,13,24,74,42,18,2,12,26,20,2,9,4,3,3,12,6,8,3,3,0,2,3,5,6,0,5
4,4,46,8,150,114,30,2,4,44,32,2,10,8,6,11,4,12,8,14,12,0,6,12,12,10,6,17
9,9,21,18,130,68,47,6,9,40,53,6,16,9,8,5,9,5,9,10,9,0,14,3,6,10,6,5
6,6,52,12,208,132,61,9,6,53,70,9,15,17,17,11,6,14,12,12,11,0,12,17,17,12,16,10
8,8,35,16,212,144,52,8,8,56,60,8,15,12,12,11,8,16,17,8,18,0,13,17,12,16,10,19
9,9,9,18,69,50,8,2,9,53,10,2,7,1,0,1,9,13,13,20,0,0,0,1,1,0,1,0
5,5,49,10,175,111,51,8,5,48,59,8,14,17,13,8,5,11,9,14,6,0,7,11,13,12,16,11
3,3,50,6,106,71,27,5,3,36,32,5,16,1,5,9,3,5,6,9,9,0,5,10,5,7,4,7
10,10,40,20,213,111,87,5,10,81,92,5,52,12,9,21,10,9,8,12,7,0,14,11,10,11,7,15
7,7,39,14,208,147,43,11,7,53,54,11,11,9,13,14,7,14,16,12,20,0,10,10,9,12,14,26
2,2,44,4,70,50,18,0,2,0,18,0,0,8,5,8,2,0,0,0,6,3,5,6,0,8,11,8
12,12,4,24,34,11,8,3,12,5,11,3,1,3,0,0,12,2,1,1,0,0,4,2,0,1,1,3
3,3,24,6,53,39,10,1,3,22,11,1,6,1,1,7,3,7,5,4,2,0,2,4,4,1,1,4
10,10,85,20,220,140,70,0,10,140,70,0,0,70,0,0,10,0,70,70,0,0,0,0,0,0,0,0
8,8,39,16,210,116,70,16,8,64,86,16,24,10,23,15,8,14,9,17,17,0,13,8,5,11,12,8
4,4,10,8,31,21,5,1,4,7,6,1,0,3,2,4,4,5,1,1,3,0,0,1,2,4,0,0
2,2,60,4,108,94,12,0,2,90,12,0,11,1,0,3,2,24,26,29,1,0,0,0,4,1,2,4
11,11,27,22,217,137,64,5,11,50,69,5,12,17,18,18,11,14,15,9,10,0,17,13,19,10,16,13
5,5,14,10,39,8,21,5,5,11,26,5,10,4,4,2,5,0,0,1,0,0,3,0,0,1,3,1
3,3,9,6,21,12,6,0,3,6,6,0,2,2,1,1,3,1,1,2,1,0,1,0,2,1,2,1
9,9,34,18,211,114,81,7,9,56,88,7,26,13,23,13,9,13,7,10,13,0,19,13,15,9,15,6
10,10,14,20,103,62,25,6,10,22,31,6,5,8,7,6,10,3,9,5,4,0,5,7,8,8,6,6
10,10,29,20,216,139,60,7,10,61,67,7,18,11,15,13,10,10,23,10,16,0,16,14,9,17,16,11
5,5,24,10,86,50,28,3,5,19,31,3,6,7,11,6,5,3,6,4,7,0,4,4,6,5,5,4
2,2,28,4,46,34,10,0,2,0,10,0,0,6,1,5,2,0,0,0,2,3,3,5,0,4,10,5
4,4,24,8,76,54,16,2,4,25,18,2,5,6,1,1,4,12,4,4,7,0,4,3,4,7,5,7
8,8,36,16,209,131,61,9,8,56,70,9,19,9,15,17,8,6,16,15,11,0,18,9,16,11,14,16
8,8,15,16,92,56,28,0,8,0,28,0,0,10,9,8,8,0,0,0,7,10,9,10,0,7,7,7
7,7,7,14,35,15,12,1,7,7,13,1,3,5,2,0,7,1,3,0,2,0,2,1,0,1,6,1
5,5,8,10,26,18,3,0,5,8,3,0,0,2,0,2,5,1,2,5,1,0,1,2,0,2,1,2
8,8,37,16,214,134,62,10,8,53,72,10,15,13,13,18,8,11,7,20,16,0,21,11,14,8,10,19
2,2,28,4,55,52,1,0,2,43,1,0,1,0,0,1,2,11,16,15,2,0,0,0,1,2,2,2
8,8,35,16,209,138,55,8,8,65,63,8,16,14,7,19,8,15,19,15,10,0,18,11,9,15,14,11
4,4,18,8,47,27,16,0,4,15,16,0,2,7,3,3,4,3,7,3,3,0,4,2,0,3,1,2
6,6,44,12,207,149,47,5,6,57,52,5,15,8,14,12,6,12,14,16,19,0,10,14,15,16,17,14
6,6,24,12,98,51,36,5,6,27,41,5,10,7,6,7,6,3,10,4,9,0,13,4,3,4,4,3
6,6,81,12,186,120,60,0,6,120,60,0,0,60,0,0,6,0,60,60,0,0,0,0,0,0,0,0
12,12,32,24,216,57,126,21,12,51,147,21,38,25,33,4,12,4,5,4,6,0,30,5,6,9,10,4
3,3,30,6,71,49,19,0,3,0,19,0,0,7,5,12,3,0,0,0,6,4,7,7,0,3,7,10
4,4,85,8,172,112,56,0,4,112,56,0,0,56,0,0,4,0,56,56,0,0,0,0,0,0,0,0
10,10,28,20,210,130,70,0,10,0,70,0,0,23,18,14,10,0,0,0,20,22,29,17,0,15,24,18
